row_id,day_hour,client_ip,no_get,no_post,no_head
46,01/22/2019 04,5.211.97.40,6,7,9
47,01/22/2019 04,104.194.24.34,1,0,0
48,01/22/2019 04,2.177.12.141,6,4,5
49,01/22/2019 04,54.36.148.19,0,1,0
50,01/22/2019 04,54.36.149.93,0,1,0
51,01/22/2019 04,5.112.52.255,0,1,1
52,01/22/2019 04,54.36.148.11,0,0,1
53,01/22/2019 04,204.18.198.249,1,4,5
54,01/22/2019 04,40.77.167.130,2,3,3
55,01/22/2019 04,66.111.54.250,6,6,3
56,01/22/2019 04,66.249.66.195,15,6,10
57,01/22/2019 04,5.209.200.219,4,4,4
58,01/22/2019 04,54.36.149.18,0,1,0
59,01/22/2019 04,54.36.149.42,0,1,0
60,01/22/2019 04,31.56.96.52,6,6,5
61,01/22/2019 04,157.55.39.246,2,0,1
62,01/22/2019 04,54.36.148.233,1,0,0
63,01/22/2019 04,66.249.66.92,7,4,8
64,01/22/2019 04,66.249.64.67,1,0,0
65,01/22/2019 04,51.15.15.55,2,0,0
66,01/22/2019 04,2.179.141.99,1,2,3
67,01/22/2019 04,207.46.13.116,2,2,3
68,01/22/2019 04,2.185.221.80,0,1,0
69,01/22/2019 04,178.253.33.52,1,1,4
70,01/22/2019 04,173.249.54.68,1,3,1
71,01/22/2019 04,46.224.77.33,2,1,1
72,01/22/2019 04,5.78.180.76,0,1,0
73,01/22/2019 04,54.36.149.59,0,1,0
74,01/22/2019 04,54.36.148.162,0,1,0
75,01/22/2019 04,5.160.157.21,1,1,0
76,01/22/2019 04,54.36.149.71,0,1,0
77,01/22/2019 04,54.36.148.118,0,0,1
78,01/22/2019 04,54.36.148.33,1,0,0
79,01/22/2019 04,54.36.149.64,0,0,1
80,01/22/2019 04,5.78.198.53,3,8,3
81,01/22/2019 04,54.36.148.18,0,1,0
82,01/22/2019 04,172.20.2.175,0,0,1
83,01/22/2019 04,5.62.206.250,1,0,0
84,01/22/2019 04,54.36.148.88,0,1,0
85,01/22/2019 04,207.46.13.137,1,4,6
86,01/22/2019 04,17.58.102.44,1,1,1
87,01/22/2019 04,89.199.193.252,0,1,0
88,01/22/2019 04,34.247.132.54,0,0,1
89,01/22/2019 04,207.46.13.105,2,3,1
90,01/22/2019 04,91.99.72.16,3,5,8
91,01/22/2019 04,54.36.149.36,1,0,0
92,01/22/2019 05,54.36.148.20,1,0,0
93,01/22/2019 05,66.249.66.196,10,7,11
94,01/22/2019 05,157.55.39.247,3,0,0
95,01/22/2019 05,2.185.221.81,0,1,0
96,01/22/2019 05,31.56.96.53,6,7,3
97,01/22/2019 05,207.46.13.117,4,1,1
98,01/22/2019 05,2.179.141.100,1,2,3
99,01/22/2019 05,5.211.97.41,4,8,11
100,01/22/2019 05,89.199.193.253,1,0,0
101,01/22/2019 05,5.112.52.256,0,1,1
102,01/22/2019 05,54.36.148.119,0,0,1
103,01/22/2019 05,54.36.149.19,1,0,0
104,01/22/2019 05,54.36.149.43,0,1,0
105,01/22/2019 05,34.247.132.55,0,1,0
106,01/22/2019 05,54.36.149.65,0,0,1
107,01/22/2019 05,54.36.148.34,0,0,1
108,01/22/2019 05,104.194.24.35,0,0,1
109,01/22/2019 05,5.209.200.220,4,5,5
110,01/22/2019 05,46.224.77.34,0,1,3
111,01/22/2019 05,172.20.2.176,1,0,0
112,01/22/2019 05,173.249.54.69,1,3,2
113,01/22/2019 05,54.36.148.234,0,1,0
114,01/22/2019 05,204.18.198.250,3,2,4
115,01/22/2019 05,54.36.149.94,0,0,1
116,01/22/2019 05,54.36.149.60,0,1,0
117,01/22/2019 05,54.36.148.19,0,1,0
118,01/22/2019 05,54.36.148.89,0,0,1
119,01/22/2019 05,17.58.102.45,1,0,2
120,01/22/2019 05,5.160.157.22,1,0,1
121,01/22/2019 05,40.77.167.131,1,2,4
122,01/22/2019 05,178.253.33.53,1,1,4
123,01/22/2019 05,5.62.206.251,0,0,1
124,01/22/2019 05,66.249.64.68,0,1,0
125,01/22/2019 05,2.177.12.142,5,4,5
126,01/22/2019 05,51.15.15.56,0,1,1
127,01/22/2019 05,54.36.149.37,1,0,0
128,01/22/2019 05,66.249.66.93,9,6,4
129,01/22/2019 05,54.36.148.163,0,1,0
130,01/22/2019 05,54.36.148.12,1,0,0
131,01/22/2019 05,207.46.13.106,2,1,3
132,01/22/2019 05,207.46.13.138,5,2,4
133,01/22/2019 05,5.78.198.54,3,9,2
134,01/22/2019 05,66.111.54.251,6,5,6
135,01/22/2019 05,5.78.180.77,1,0,0
136,01/22/2019 05,54.36.149.72,0,1,0
137,01/22/2019 05,91.99.72.17,7,2,7
138,01/22/2019 06,204.18.198.251,2,5,1
139,01/22/2019 06,5.62.206.252,0,0,1
140,01/22/2019 06,54.36.149.20,1,0,0
141,01/22/2019 06,40.77.167.132,4,2,2
142,01/22/2019 06,5.78.180.78,1,0,0
143,01/22/2019 06,5.112.52.257,1,1,0
144,01/22/2019 06,54.36.149.61,0,0,1
145,01/22/2019 06,54.36.148.21,0,1,0
146,01/22/2019 06,2.177.12.143,4,5,6
147,01/22/2019 06,5.160.157.23,0,1,1
148,01/22/2019 06,54.36.148.164,1,0,0
149,01/22/2019 06,207.46.13.107,3,1,2
150,01/22/2019 06,54.36.149.44,0,1,0
151,01/22/2019 06,2.185.221.82,1,0,0
152,01/22/2019 06,54.36.148.235,1,0,0
153,01/22/2019 06,54.36.148.35,0,1,0
154,01/22/2019 06,173.249.54.70,2,3,1
155,01/22/2019 06,178.253.33.54,3,2,0
156,01/22/2019 06,34.247.132.56,1,0,0
157,01/22/2019 06,91.99.72.18,6,4,6
158,01/22/2019 06,54.36.149.38,1,0,0
159,01/22/2019 06,66.111.54.252,5,5,7
160,01/22/2019 06,66.249.64.69,1,0,0
161,01/22/2019 06,46.224.77.35,1,2,0
162,01/22/2019 06,172.20.2.177,0,0,1
163,01/22/2019 06,66.249.66.197,10,6,12
164,01/22/2019 06,66.249.66.94,6,7,6
165,01/22/2019 06,2.179.141.101,1,2,2
166,01/22/2019 06,104.194.24.36,0,0,1
167,01/22/2019 06,89.199.193.254,0,0,1
168,01/22/2019 06,54.36.148.20,0,1,0
169,01/22/2019 06,54.36.148.90,0,0,1
170,01/22/2019 06,31.56.96.54,6,5,6
171,01/22/2019 06,54.36.149.73,0,0,1
172,01/22/2019 06,157.55.39.248,2,1,0
173,01/22/2019 06,17.58.102.46,1,1,1
174,01/22/2019 06,207.46.13.118,3,2,2
175,01/22/2019 06,5.209.200.221,4,3,5
176,01/22/2019 06,207.46.13.139,5,2,4
177,01/22/2019 06,54.36.148.120,1,0,0
178,01/22/2019 06,54.36.149.95,1,0,0
179,01/22/2019 06,54.36.148.13,1,0,0
180,01/22/2019 06,54.36.149.66,0,0,1
181,01/22/2019 06,51.15.15.57,1,1,0
182,01/22/2019 06,5.78.198.55,2,3,9
183,01/22/2019 06,5.211.97.42,7,6,7
184,01/22/2019 07,54.36.148.236,0,1,0
185,01/22/2019 07,17.58.102.47,1,1,1
186,01/22/2019 07,5.160.157.24,1,0,1
187,01/22/2019 07,5.78.180.79,0,1,0
188,01/22/2019 07,5.62.206.253,0,1,0
189,01/22/2019 07,173.249.54.71,2,2,2
190,01/22/2019 07,207.46.13.108,2,1,3
191,01/22/2019 07,2.185.221.83,1,0,0
192,01/22/2019 07,66.249.64.70,1,0,0
193,01/22/2019 07,34.247.132.57,0,1,0
194,01/22/2019 07,66.249.66.95,4,5,10
195,01/22/2019 07,5.78.198.56,4,4,6
196,01/22/2019 07,66.249.66.198,13,9,5
197,01/22/2019 07,2.177.12.144,6,3,5
198,01/22/2019 07,54.36.148.21,1,0,0
199,01/22/2019 07,172.20.2.178,1,0,0
200,01/22/2019 07,5.211.97.43,7,8,7
201,01/22/2019 07,46.224.77.36,1,2,0
202,01/22/2019 07,89.199.193.255,0,0,1
203,01/22/2019 07,54.36.149.39,1,0,0
204,01/22/2019 07,5.112.52.258,1,0,0
205,01/22/2019 07,40.77.167.133,3,1,3
206,01/22/2019 07,54.36.148.91,0,1,0
207,01/22/2019 07,31.56.96.55,6,4,7
208,01/22/2019 07,54.36.149.21,0,1,0
209,01/22/2019 07,66.111.54.253,4,7,4
210,01/22/2019 07,207.46.13.119,1,3,1
211,01/22/2019 07,54.36.148.121,0,0,1
212,01/22/2019 07,54.36.149.96,1,0,0
213,01/22/2019 07,54.36.149.45,0,1,0
214,01/22/2019 07,204.18.198.252,2,4,3
215,01/22/2019 07,54.36.148.14,1,0,0
216,01/22/2019 07,104.194.24.37,0,0,1
217,01/22/2019 07,54.36.149.74,0,1,0
218,01/22/2019 07,54.36.149.67,0,0,1
219,01/22/2019 07,2.179.141.102,3,2,1
220,01/22/2019 07,207.46.13.140,3,4,4
221,01/22/2019 07,91.99.72.19,4,6,6
222,01/22/2019 07,54.36.148.22,0,0,1
223,01/22/2019 07,5.209.200.222,3,5,3
224,01/22/2019 07,157.55.39.249,1,2,0
225,01/22/2019 07,54.36.148.165,0,0,1
226,01/22/2019 07,51.15.15.58,1,0,1
227,01/22/2019 07,54.36.148.36,0,0,1
228,01/22/2019 07,54.36.149.62,0,1,0
229,01/22/2019 07,178.253.33.55,1,1,4
230,01/22/2019 08,54.36.148.122,1,0,0
231,01/22/2019 08,5.211.97.44,10,5,7
232,01/22/2019 08,54.36.148.166,0,0,1
233,01/22/2019 08,207.46.13.109,3,2,1
234,01/22/2019 08,173.249.54.72,2,2,2
235,01/22/2019 08,54.36.149.75,0,1,0
236,01/22/2019 08,34.247.132.58,1,0,0
237,01/22/2019 08,2.185.221.84,0,1,0
238,01/22/2019 08,66.249.66.199,11,10,9
239,01/22/2019 08,51.15.15.59,0,1,1
240,01/22/2019 08,2.179.141.103,1,2,1
241,01/22/2019 08,54.36.148.37,0,0,1
242,01/22/2019 08,5.78.198.57,5,4,5
243,01/22/2019 08,66.249.66.96,6,7,7
244,01/22/2019 08,54.36.148.15,0,0,1
245,01/22/2019 08,54.36.149.22,0,0,1
246,01/22/2019 08,104.194.24.38,0,0,1
247,01/22/2019 08,54.36.148.23,1,0,0
248,01/22/2019 08,54.36.149.46,0,0,1
249,01/22/2019 08,157.55.39.250,1,0,2
250,01/22/2019 08,2.177.12.145,6,5,4
251,01/22/2019 08,54.36.148.92,0,0,1
252,01/22/2019 08,66.111.54.254,6,7,5
253,01/22/2019 08,46.224.77.37,2,1,0
254,01/22/2019 08,5.112.52.259,0,1,0
255,01/22/2019 08,54.36.148.22,0,0,1
256,01/22/2019 08,5.78.180.80,1,0,0
257,01/22/2019 08,204.18.198.253,2,2,5
258,01/22/2019 08,91.99.72.20,4,6,6
259,01/22/2019 08,5.209.200.223,3,5,2
260,01/22/2019 08,54.36.149.97,1,0,0
261,01/22/2019 08,54.36.149.68,0,0,1
262,01/22/2019 08,178.253.33.56,1,3,2
263,01/22/2019 08,66.249.64.71,0,1,0
264,01/22/2019 08,54.36.148.237,0,1,0
265,01/22/2019 08,89.199.193.256,1,0,0
266,01/22/2019 08,17.58.102.48,3,0,0
267,01/22/2019 08,207.46.13.120,1,1,3
268,01/22/2019 08,5.160.157.25,0,1,1
269,01/22/2019 08,54.36.149.40,0,1,0
270,01/22/2019 08,31.56.96.56,6,7,5
271,01/22/2019 08,40.77.167.134,2,4,2
272,01/22/2019 08,5.62.206.254,0,1,0
273,01/22/2019 08,172.20.2.179,1,0,0
274,01/22/2019 08,207.46.13.141,2,6,3
275,01/22/2019 08,54.36.149.63,0,1,0
276,01/22/2019 09,204.18.198.254,1,3,4
277,01/22/2019 09,5.160.157.26,1,1,0
278,01/22/2019 09,5.211.97.45,6,8,6
279,01/22/2019 09,5.78.198.58,7,5,2
280,01/22/2019 09,54.36.148.238,0,1,0
281,01/22/2019 09,2.177.12.146,7,2,6
282,01/22/2019 09,5.209.200.224,3,5,4
283,01/22/2019 09,54.36.149.64,0,0,1
284,01/22/2019 09,51.15.15.60,0,1,1
285,01/22/2019 09,66.249.66.200,12,11,8
286,01/22/2019 09,178.253.33.57,3,1,2
287,01/22/2019 09,2.179.141.104,2,3,1
288,01/22/2019 09,54.36.148.23,0,0,1
289,01/22/2019 09,173.249.54.73,1,2,3
290,01/22/2019 09,54.36.149.23,0,1,0
291,01/22/2019 09,5.78.180.81,0,0,1
292,01/22/2019 09,172.20.2.180,0,1,0
293,01/22/2019 09,2.185.221.85,1,0,0
294,01/22/2019 09,46.224.77.38,1,1,2
295,01/22/2019 09,66.111.54.255,6,4,6
296,01/22/2019 09,54.36.148.93,0,0,1
297,01/22/2019 09,207.46.13.142,3,5,3
298,01/22/2019 09,54.36.148.38,0,0,1
299,01/22/2019 09,31.56.96.57,4,6,5
300,01/22/2019 09,40.77.167.135,2,3,2
301,01/22/2019 09,66.249.64.72,0,0,1
302,01/22/2019 09,54.36.149.98,1,0,0
303,01/22/2019 09,157.55.39.251,3,0,0
304,01/22/2019 09,54.36.148.24,1,0,0
305,01/22/2019 09,54.36.148.16,0,0,1
306,01/22/2019 09,207.46.13.110,3,2,1
307,01/22/2019 09,66.249.66.97,2,9,9
308,01/22/2019 09,34.247.132.59,0,1,0
309,01/22/2019 09,54.36.149.76,0,1,0
310,01/22/2019 09,5.62.206.255,0,1,0
311,01/22/2019 09,54.36.149.41,1,0,0
312,01/22/2019 09,54.36.149.47,0,1,0
313,01/22/2019 09,5.112.52.260,1,0,1
314,01/22/2019 09,207.46.13.121,0,3,1
315,01/22/2019 09,91.99.72.21,5,6,5
316,01/22/2019 09,104.194.24.39,1,0,0
317,01/22/2019 09,89.199.193.257,0,0,1
318,01/22/2019 09,54.36.148.123,0,1,0
319,01/22/2019 09,54.36.148.167,0,0,1
320,01/22/2019 09,17.58.102.49,2,1,0
321,01/22/2019 09,54.36.149.69,0,0,1
322,01/22/2019 10,17.58.102.50,3,0,0
323,01/22/2019 10,54.36.148.94,0,1,0
324,01/22/2019 10,2.179.141.105,3,3,0
325,01/22/2019 10,51.15.15.61,1,1,0
326,01/22/2019 10,5.211.97.46,7,7,8
327,01/22/2019 10,173.249.54.74,4,0,2
328,01/22/2019 10,46.224.77.39,2,0,2
329,01/22/2019 10,5.112.52.261,0,1,0
330,01/22/2019 10,207.46.13.122,2,2,2
331,01/22/2019 10,5.78.180.82,0,0,1
332,01/22/2019 10,5.62.206.256,1,0,0
333,01/22/2019 10,54.36.148.17,0,1,0
334,01/22/2019 10,54.36.148.168,0,0,1
335,01/22/2019 10,54.36.148.124,0,0,1
336,01/22/2019 10,5.160.157.27,1,0,1
337,01/22/2019 10,54.36.149.99,0,0,1
338,01/22/2019 10,207.46.13.143,3,4,4
339,01/22/2019 10,66.249.66.98,4,9,7
340,01/22/2019 10,54.36.149.70,1,0,0
341,01/22/2019 10,54.36.149.24,1,0,0
342,01/22/2019 10,178.253.33.58,3,0,2
343,01/22/2019 10,172.20.2.181,1,0,0
344,01/22/2019 10,104.194.24.40,0,0,1
345,01/22/2019 10,66.249.64.73,1,0,0
346,01/22/2019 10,54.36.148.39,1,0,0
347,01/22/2019 10,66.249.66.201,10,9,12
348,01/22/2019 10,54.36.149.65,0,1,0
349,01/22/2019 10,207.46.13.111,2,1,3
350,01/22/2019 10,66.111.54.256,6,4,6
351,01/22/2019 10,157.55.39.252,0,2,1
352,01/22/2019 10,54.36.148.239,0,1,0
353,01/22/2019 10,54.36.149.42,0,1,0
354,01/22/2019 10,204.18.198.255,2,5,3
355,01/22/2019 10,54.36.148.24,0,1,0
356,01/22/2019 10,40.77.167.136,3,3,2
357,01/22/2019 10,54.36.148.25,0,0,1
358,01/22/2019 10,5.209.200.225,4,4,4
359,01/22/2019 10,54.36.149.77,1,0,0
360,01/22/2019 10,5.78.198.59,5,4,4
361,01/22/2019 10,54.36.149.48,0,1,0
362,01/22/2019 10,2.177.12.147,4,6,5
363,01/22/2019 10,34.247.132.60,0,0,1
364,01/22/2019 10,31.56.96.58,5,4,6
365,01/22/2019 10,91.99.72.22,5,7,4
366,01/22/2019 10,2.185.221.86,0,1,0
367,01/22/2019 10,89.199.193.258,0,1,0
368,01/22/2019 11,2.177.12.148,4,5,4
369,01/22/2019 11,207.46.13.123,3,1,0
370,01/22/2019 11,5.160.157.28,0,1,1
371,01/22/2019 11,5.62.206.257,0,1,0
372,01/22/2019 11,178.253.33.59,3,1,2
373,01/22/2019 11,51.15.15.62,1,1,0
374,01/22/2019 11,5.209.200.226,5,4,3
375,01/22/2019 11,54.36.149.43,1,0,0
376,01/22/2019 11,5.112.52.262,0,1,0
377,01/22/2019 11,157.55.39.253,1,1,1
378,01/22/2019 11,66.249.66.99,4,9,7
379,01/22/2019 11,54.36.149.78,1,0,0
380,01/22/2019 11,54.36.148.169,0,0,1
381,01/22/2019 11,54.36.149.66,0,1,0
382,01/22/2019 11,54.36.149.100,0,1,0
383,01/22/2019 11,17.58.102.51,1,1,1
384,01/22/2019 11,5.211.97.47,6,8,7
385,01/22/2019 11,66.111.54.257,5,6,5
386,01/22/2019 11,5.78.198.60,5,5,3
387,01/22/2019 11,54.36.148.95,1,0,0
388,01/22/2019 11,54.36.148.26,0,1,0
389,01/22/2019 11,54.36.148.18,1,0,0
390,01/22/2019 11,54.36.149.25,0,1,0
391,01/22/2019 11,5.78.180.83,0,0,1
392,01/22/2019 11,54.36.148.240,0,1,0
393,01/22/2019 11,2.179.141.106,2,2,1
394,01/22/2019 11,66.249.64.74,0,1,0
395,01/22/2019 11,54.36.148.125,1,0,0
396,01/22/2019 11,204.18.198.256,2,4,4
397,01/22/2019 11,34.247.132.61,1,0,0
398,01/22/2019 11,172.20.2.182,1,0,0
399,01/22/2019 11,46.224.77.40,2,0,2
400,01/22/2019 11,91.99.72.23,6,3,7
401,01/22/2019 11,40.77.167.137,1,4,3
402,01/22/2019 11,66.249.66.202,13,6,10
403,01/22/2019 11,104.194.24.41,1,0,0
404,01/22/2019 11,207.46.13.112,2,2,2
405,01/22/2019 11,54.36.149.49,0,1,0
406,01/22/2019 11,54.36.148.40,0,0,1
407,01/22/2019 11,54.36.148.25,0,0,1
408,01/22/2019 11,54.36.149.71,1,0,0
409,01/22/2019 11,31.56.96.59,2,5,6
410,01/22/2019 11,173.249.54.75,0,4,1
411,01/22/2019 11,2.185.221.87,0,0,1
412,01/22/2019 11,89.199.193.259,0,1,0
413,01/22/2019 11,207.46.13.144,3,2,6
414,01/22/2019 12,34.247.132.62,0,1,0
415,01/22/2019 12,178.253.33.60,2,3,1
416,01/22/2019 12,5.209.200.227,3,5,2
417,01/22/2019 12,207.46.13.145,4,2,5
418,01/22/2019 12,5.78.180.84,0,1,0
419,01/22/2019 12,5.211.97.48,7,6,9
420,01/22/2019 12,54.36.149.101,1,0,0
421,01/22/2019 12,54.36.148.19,0,1,0
422,01/22/2019 12,54.36.148.26,0,1,0
423,01/22/2019 12,54.36.148.41,0,1,0
424,01/22/2019 12,54.36.148.126,1,0,0
425,01/22/2019 12,54.36.148.27,0,0,1
426,01/22/2019 12,54.36.149.50,1,0,0
427,01/22/2019 12,54.36.149.79,0,0,1
428,01/22/2019 12,40.77.167.138,3,2,2
429,01/22/2019 12,2.185.221.88,0,1,0
430,01/22/2019 12,17.58.102.52,2,0,1
431,01/22/2019 12,54.36.149.44,0,1,0
432,01/22/2019 12,89.199.193.260,0,0,1
433,01/22/2019 12,66.249.66.203,9,11,8
434,01/22/2019 12,54.36.149.67,0,0,1
435,01/22/2019 12,54.36.148.170,0,1,0
436,01/22/2019 12,5.62.206.258,0,1,0
437,01/22/2019 12,204.18.198.257,2,4,2
438,01/22/2019 12,5.112.52.263,0,1,0
439,01/22/2019 12,157.55.39.254,2,0,1
440,01/22/2019 12,66.249.64.75,0,0,1
441,01/22/2019 12,2.177.12.149,3,4,5
442,01/22/2019 12,2.179.141.107,0,3,2
443,01/22/2019 12,31.56.96.60,3,7,6
444,01/22/2019 12,54.36.148.241,1,0,0
445,01/22/2019 12,54.36.149.72,0,1,0
446,01/22/2019 12,46.224.77.41,1,1,2
447,01/22/2019 12,172.20.2.183,0,0,1
448,01/22/2019 12,207.46.13.124,2,2,1
449,01/22/2019 12,5.160.157.29,0,1,1
450,01/22/2019 12,54.36.148.96,1,0,0
451,01/22/2019 12,207.46.13.113,1,3,2
452,01/22/2019 12,66.249.66.100,10,4,5
453,01/22/2019 12,104.194.24.42,0,0,1
454,01/22/2019 12,66.111.54.258,6,4,7
455,01/22/2019 12,173.249.54.76,2,4,0
456,01/22/2019 12,5.78.198.61,3,5,5
457,01/22/2019 12,54.36.149.26,0,0,1
458,01/22/2019 12,51.15.15.63,2,0,0
459,01/22/2019 12,91.99.72.24,5,8,3
460,01/22/2019 13,54.36.148.127,0,1,0
461,01/22/2019 13,54.36.149.51,0,0,1
462,01/22/2019 13,51.15.15.64,0,1,1
463,01/22/2019 13,54.36.149.102,0,1,0
464,01/22/2019 13,157.55.39.255,0,1,2
465,01/22/2019 13,5.78.180.85,0,1,0
466,01/22/2019 13,204.18.198.258,2,2,5
467,01/22/2019 13,54.36.148.27,0,1,0
468,01/22/2019 13,178.253.33.61,0,4,1
469,01/22/2019 13,66.111.54.259,6,6,5
470,01/22/2019 13,2.185.221.89,1,0,0
471,01/22/2019 13,54.36.149.80,1,0,0
472,01/22/2019 13,54.36.148.20,0,1,0
473,01/22/2019 13,66.249.66.101,6,7,5
474,01/22/2019 13,91.99.72.25,7,7,2
475,01/22/2019 13,5.62.206.259,0,0,1
476,01/22/2019 13,54.36.149.27,0,1,0
477,01/22/2019 13,54.36.148.242,0,1,0
478,01/22/2019 13,207.46.13.114,3,2,1
479,01/22/2019 13,5.78.198.62,5,4,5
480,01/22/2019 13,207.46.13.125,2,3,0
481,01/22/2019 13,5.160.157.30,0,1,1
482,01/22/2019 13,34.247.132.63,1,0,0
483,01/22/2019 13,5.112.52.264,0,1,1
484,01/22/2019 13,54.36.149.45,1,0,0
485,01/22/2019 13,66.249.66.204,8,12,9
486,01/22/2019 13,31.56.96.61,7,4,5
487,01/22/2019 13,54.36.148.171,0,0,1
488,01/22/2019 13,89.199.193.261,1,0,0
489,01/22/2019 13,173.249.54.77,1,3,1
490,01/22/2019 13,54.36.149.73,1,0,0
491,01/22/2019 13,40.77.167.139,2,3,2
492,01/22/2019 13,172.20.2.184,1,0,0
493,01/22/2019 13,17.58.102.53,2,1,0
494,01/22/2019 13,104.194.24.43,0,0,1
495,01/22/2019 13,207.46.13.146,3,5,3
496,01/22/2019 13,66.249.64.76,0,1,0
497,01/22/2019 13,46.224.77.42,0,2,2
498,01/22/2019 13,5.211.97.49,9,6,7
499,01/22/2019 13,2.179.141.108,1,3,1
500,01/22/2019 13,2.177.12.150,3,5,6
501,01/22/2019 13,54.36.148.28,1,0,0
502,01/22/2019 13,54.36.149.68,0,1,0
503,01/22/2019 13,54.36.148.42,0,1,0
504,01/22/2019 13,5.209.200.228,3,5,5
505,01/22/2019 13,54.36.148.97,0,1,0
506,01/22/2019 14,157.55.39.256,2,1,0
507,01/22/2019 14,17.58.102.54,2,0,1
508,01/22/2019 14,54.36.149.52,0,0,1
509,01/22/2019 14,54.36.148.243,1,0,0
510,01/22/2019 14,54.36.148.29,0,1,0
511,01/22/2019 14,54.36.148.98,1,0,0
512,01/22/2019 14,5.78.198.63,5,5,3
513,01/22/2019 14,172.20.2.185,1,0,0
514,01/22/2019 14,46.224.77.43,1,0,2
515,01/22/2019 14,54.36.148.21,0,0,1
516,01/22/2019 14,207.46.13.126,2,3,1
517,01/22/2019 14,34.247.132.64,0,1,0
518,01/22/2019 14,54.36.149.81,1,0,0
519,01/22/2019 14,104.194.24.44,0,0,1
520,01/22/2019 14,89.199.193.262,1,0,0
521,01/22/2019 14,54.36.148.28,1,0,0
522,01/22/2019 14,66.111.54.260,5,5,6
523,01/22/2019 14,204.18.198.259,1,3,5
524,01/22/2019 14,207.46.13.147,4,4,3
525,01/22/2019 14,54.36.148.128,0,0,1
526,01/22/2019 14,91.99.72.26,6,6,4
527,01/22/2019 14,5.160.157.31,1,0,1
528,01/22/2019 14,66.249.66.205,14,9,6
529,01/22/2019 14,54.36.149.28,1,0,0
530,01/22/2019 14,51.15.15.65,2,0,0
531,01/22/2019 14,54.36.148.43,0,0,1
532,01/22/2019 14,31.56.96.62,7,6,5
533,01/22/2019 14,54.36.148.172,1,0,0
534,01/22/2019 14,5.62.206.260,0,0,1
535,01/22/2019 14,66.249.66.102,4,8,7
536,01/22/2019 14,54.36.149.74,0,0,1
537,01/22/2019 14,207.46.13.115,2,3,1
538,01/22/2019 14,5.112.52.265,0,1,0
539,01/22/2019 14,66.249.64.77,0,0,1
540,01/22/2019 14,54.36.149.103,0,0,1
541,01/22/2019 14,54.36.149.69,1,0,0
542,01/22/2019 14,2.179.141.109,1,0,3
543,01/22/2019 14,173.249.54.78,3,2,1
544,01/22/2019 14,178.253.33.62,1,3,2
545,01/22/2019 14,5.209.200.229,3,4,6
546,01/22/2019 14,2.177.12.151,6,4,5
547,01/22/2019 14,5.211.97.50,7,8,9
548,01/22/2019 14,5.78.180.86,1,0,0
549,01/22/2019 14,2.185.221.90,1,0,0
550,01/22/2019 14,40.77.167.140,3,1,3
551,01/22/2019 14,54.36.149.46,0,1,0
552,01/22/2019 15,157.55.39.257,2,1,0
553,01/22/2019 15,66.249.66.206,11,7,12
554,01/22/2019 15,54.36.148.29,0,0,1
555,01/22/2019 15,5.78.198.64,4,7,3
556,01/22/2019 15,207.46.13.127,2,3,0
